case_id;year;month;day;country_id;iso3;country_name;region;city/village;location;location_latitude;location_longitude;location_accuracy;incident_type;perpetrator_type;organizational_affiliation;organizational_affiliation_2;loneactor_id;target_group;grouped_target_group;target_group_2;grouped_target_group_2;weapon_type;grouped_weapon_type;weapon_type_2;grouped_weapon_type_2;weapon_description;fatal;n_killed;n_wounded;description;plot_type;plot_targeting;plot_operational_planning
1992-1-26;1992;1;26;18;GBR;United Kingdom;England;Manchester;m;53.47379831544941;-2.2330827661103343;2;2;5;;;;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;1;1;0;"The victim was attacked by a man and his seventeen-year-old accomplice. They dragged the victim out of his car and beat him to death. A witness at the trial said that one of the attackers commanded the other to, ""finish the Paki off."" The main perpetrator was sentenced to two life sentences for the murder of the victim and another murder three days earlier. (CaseID: 1992-1-23-b)";;;
1992-1-28;1992;1;28;16;SWE;Sweden;;Danderyd;;;;;1;6;;;54;102;Ethnic/religious minorities;;;301;Firearms;;;Rifle;0;0;1;"The perpetrator shot an immigrant of Syrian origin six times, including four times in the head. The victim was seriously wounded, but managed to call the police and survived.  In total, the perpetrator shot eleven people in Stockholm and Uppsala area between August 1991 and January 1992, most of whom were immigrants. He was arrested in June 1992 and sentenced to life imprisonment in January 1994. Additionally, in February 2018 he was sentenced to life imprisonment in Germany for a 1992 murder. He claimed the reason for the attacks was that ""Sweden couldn't take it any more, the country was about to collapse from the pressure of refugees and immigrants"". (CaseIDs: 1991-10-21, 1991-10-27, 1991-11-1, 1991-11-8, 1991-8-3, 1992-1-22, 1992-1-23-a, 1992-1-23-b, 1992-1-28, 1992-1-30, 1992-2-23).";;;
1992-1-30;1992;1;30;16;SWE;Sweden;Stockholm;Stockholm;;;;;1;6;;;54;102;Ethnic/religious minorities;;;301;Firearms;;;Rifle;0;0;1;"The perpetrator shot a Palestinian store owner in the head. The victim suffered permanent brain damage, but survived the attack.In total, the perpetrator shot eleven people in Stockholm and Uppsala area between August 1991 and January 1992, most of whom were immigrants. He was arrested in June 1992 and sentenced to life imprisonment in January 1994. Additionally, in February 2018 he was sentenced to life imprisonment in Germany for a 1992 murder. He claimed the reason for the attacks was that ""Sweden couldn't take it any more, the country was about to collapse from the pressure of refugees and immigrants"". (CaseIDs: 1991-10-21, 1991-10-27, 1991-11-1, 1991-11-8, 1991-8-3, 1992-1-22, 1992-1-23-a, 1992-1-23-b, 1992-1-28, 1992-1-30, 1992-2-23). ";;;
1992-2-2;1992;2;2;12;NLD;Netherlands;;The Hague;;;;;2;4;Centrumpartij '86;Centrum Democraten;;102;Ethnic/religious minorities;103;Ethnic/religious minorities;600;Beating/kicking;;;Beating/kicking;0;0;1;"A 35-year-old Haitian man was racially insulted and attacked by a group of skinheads on his way home. They called him by the N-word and when he shouted ""racist"" back, they began chasing him. Between five and eight skinheads began attacking him and when he fell to the ground, they started kicking and beating him. Bystanders did not intervene and the victim needed eleven stitches on his forehead. The perpetrators were arrested at a nearby shop. Three of the men were sentenced to three to four months in prison. One of the men was, or had been, active in both the CD (Centrum Democraten) and Centrumpartij '86 (CP'86).";;;
1992-2-14;1992;2;14;12;NLD;Netherlands;;The Hague;;;;;1;6;;;40;102;Ethnic/religious minorities;;;100;Explosives;;;Bomb;0;0;0;The third attack in a series of bombings against immigrants in the Hague. The target was a shwarma shop owned by an Egyptian.  The bomb did not cause any damage. A 35-year old man was arrested in July and the police did not find any evidence that he was connected to an organised group. ;;;
1992-2-23;1992;2;23;6;DEU;Germany;Hessen;Frankfurt;m;50.11980696075578;8.670888629155483;2;1;6;;;54;100;Ethnic/religious minorities;;;301;Firearms;;;Rifle;1;1;0;The perpetrator robbed, shot, and killed a Jewish woman on the street in Frankfurt. The victim worked at a restaurant and a week prior to the murder, the perpetrator had gotten into an argument with her after he accused her of theft. He shot her when she was on her way home after work. The perpetrator was Swedish and behind several attacks in Sweden (CaseIDs: 1991-10-21, 1991-10-27, 1991-11-1, 1991-11-8, 1991-8-3, 1992-1-22, 1992-1-23-a, 1992-1-23-b, 1992-1-28, 1992-1-30, 1992-2-23);;;
1992-3-15;1992;3;15;6;DEU;Germany;Bavaria;Saal;m;50.315090728431755;10.354097569262953;2;1;4;;;;102;Ethnic/religious minorities;;;600;Beating/kicking;;;Beating/kicking;1;1;0;After a confrontation the day before between Germans and Romanias, 25-40 Germans attacked an asylum seeker house. An 18-year-old Romanian man was beaten to death. An 18-year-old man was convicted of bodily harm resulting in death and serious breach of peace. He was sentenced to two and a half years in Juvenile prison. Two of the other attackers recieved suspsended sentences. ;;;
1992-3-16;1992;3;16;3;DNK;Denmark;Hovedstaden;Copenhagen;Søllerødgade;55.69556046734591;12.544726511734172;1;1;6;Blood & Honour (Denmark);;173;200;Political opponents;;;101;Explosives;;;Letter bomb;1;1;m;A left-wing activist was killed by a letter bomb while at his office. In 2013, a person from the neo-nazi scene provided evidence that a German man who had died in 2001 was behind the attack. The alleged perpetrator was a high-ranking member in Blood and Honour and in 1995, he founded NS Records/NS-88 Records which was a Danish right-wing rock label that existed until 1997. The perpetrator is tied to CaseID: 1994-8-d.;;;
1992-3-18;1992;3;18;6;DEU;Germany;Niedersachsen;Buxtehude;m;53.46723349487956;9.689524249499499;2;2;8;;;;200;Political opponents;;;600;Beating/kicking;;;Beating/kicking;1;1;0;A 53-year-old sailor was attacked by two skinheads at a bus station and died four days later from internal injuries. He was attacked after saying that Hitler was 'a big criminal'. The two perpetrators were sentenced to six and eight and a half years in prison for manslaughter. One of the perpetrators was a leading neo-nazi in Northern Germany in 2012. ;;;
1992-3-19;1992;3;19;6;DEU;Germany;Schleswig-Holstein;Flensburg;Flensburger-Hafen;54.784074917802215;9.433161611605973;1;2;6;;;176;104;Ethnic/religious minorities;;;600;Beating/kicking;;;Pushed and drowned;1;1;0;A homeless man was pushed into the Flensburg harbor by a skinhead and drowned. Before being pushed into the water, the victim admitted to being Sinti and the perpetrator had said ‘foreigners out’. The perpetrator was sentenced to five years in juvenile detention.;;;
1992-4-11;1992;4;11;16;SWE;Sweden;;Arvika;;;;;1;4;;;;102;Ethnic/religious minorities;;;600;Beating/kicking;200;Arson/firebomb;Beating/kicking and arson;0;0;2;Four drunk skinheads harassed and injured one migrant and one Swede, and smashed the windows of a café belonging to the Swedish church and a shop for immigrants. Two of the skinheads later returned and set fire to the place. Later that night they set fire to several entrance halls in a housing complex where many immigrant families lived. ;;;
1992-4-24;1992;4;24;6;DEU;Germany;Berlin;Berlin;Marzahn;52.54451653568338;13.565017930368708;1;2;4;Deutschen Volksunion;;;102;Ethnic/religious minorities;205;Political opponents;400;Knives/bladed weapons and sharp objects;;;Knife;1;1;2;"A 29-year-old Vietnamese man tried to intervene in a situation in which two other Vietnamese immigrants were being beaten by a group of people. One of them stabbed him with a knife in the lung. The person who stabbed the victim stated during the interrogations: ""Well, I feel like I belong to the DVU because it is a right-wing party and because they still do something against foreigners who commit crimes."" The court sentenced him to four and a half years in prison for bodily harm resulting in death. ";;;
1992-5-8;1992;5;8;6;DEU;Germany;;Wendisch-Rietz;Ollis Discothek;;;;1;8;Ku Klux Klan (Germany);;;102;Ethnic/religious minorities;200;Political opponents;600;Beating/kicking;;;Beating/kicking;0;0;3;"A group of skinheads first attacked two leftists at a youth club before meeting up with other neo-Nazis and travelling to a club to 'clap foreigners.' Here, they surrounded a Nigerian teacher, shouting 'White Power' and 'Ku Klux Klan.' They told a waitress that 'We'll kill him, he's not a human anyway' and some of them dragged him into a room where they beat him, while the others kept the waiters and others away. After they beat him unconscious, they dragged him outside and attempted to light his jacket on fire. When that didn't work, they threw the victim into a lake while shouting 'drown the pig.' An employee at the club was able to pull him out of the water. The victim barely survived and spent days in coma. One of the perpetrators was sentenced to eight years imprisonment. From around 1991 he had begun to get enthusiastic about the Ku Klux Klan and made contact with the American KKK and its German subdivisions. He quickly got in direct personal contact with the leading American KKK official in Oklahoma. He translated his KKK publication ""White Beret"" into German and used the texts for his German KKK magazine ""Feuerkreuz"". While in prison, he became an informant and was involved in an attack plot (CaseID: 2000-6-d).";;;
1992-5-9;1992;5;9;6;DEU;Germany;Sachsen-Anhalt;Magdeburg;Elbterrassen bar;52.120361115591244;11.611755871644432;2;1;4;;;;200;Political opponents;;;500;Blunt instruments;800;Other;Baseball bats and flares;1;1;8;"Around 30 young people from the Magdeburg punk scene were out celebrating a friends birthday when, shortly before midnight, around 60 neo-nazis attacked them with baseball bats. One of the attackers shot flares at the fleeing guests who were trying to take refuge in the restaurant. During the almost 30-minute attack, the neo-Nazis repeatedly shouted slogans such as ""Heil Hitler"" and ""Sieg Heil"". Several people were injured and eight people had to be hospitalized. One of the victims died of a skull fracture two days later. More than 30 people were investigated, and 18 of the attackers were charged. ";;;
1992-7-1;1992;7;1;6;DEU;Germany;Brandenburg;Neuruppin;Neuruppiner Rosengarten;52.924158273603744;12.805617884820622;1;1;4;;;;401;Marginalized groups;;;400;Knives/bladed weapons and sharp objects;600;Beating/kicking;Knife and beating/kicking;1;1;0;"A homeless man was stabbed to death by three skinheads, who had agreed to ""clap bums."" After they beat him up, one of the attackers stabbed the man with a knife. In October 1993, the court sentenced the 20-year-old main perpetrator to seven years of youth imprisonment for manslaughter. The court found that the perpetrator had thought his victim ""a second class person"". An accomplice was sentenced to three years of juvenile imprisonment for grievous bodily harm.";;;
1992-7-7;1992;7;7;6;DEU;Germany;Baden-Württemberg;Esslingen;Keglerklause bar;48.91256582560607;9.083880250726896;1;1;5;;;;102;Ethnic/religious minorities;;;500;Blunt instruments;302;Firearms;Baseball bats, metal rod, and two guns;1;1;1;"Seven men between 20 to 30 had met earlier in the evening at a local pub. Some of them got to know each other that evening and united based on their racist beliefs. After the pub closed, they went to a shared apartment and listened to Hitler, Goebbels and Himmler speeches. They showed each other the Hitler salute and shouted ""Sieg Heil!"". Several of the men had been involved in previous racially motivated attacks. They decided to go out together and ""clap some"" and armed themselves with guns, baseball bats and a metal rod. Their original goal was to ""make a riot"" in a refugee home. On the way there, however, the group discovered the open door on a Yugoslavian container home for the workers of a construction company. They entered the premises and began attacking two people sleeping on the first floor. One of the victims died after being hit in the head with a baseball bat. The other victim was seriously injured but managed to escape. ";;;
